样本编号,标签标准差,特征平均波动
276,2.34024,21604038.0
277,2.6440547,28528752.0
282,5.445975,40420530.0
285,4.91184,31363566.0
286,5.5343404,35488612.0
287,3.9391289,29487554.0
289,5.316573,25029190.0
291,6.197717,89831944.0
293,4.1943913,36069056.0
294,4.1120644,32208282.0
295,4.9368815,22425662.0
296,7.142673,25321264.0
297,12.38783,59990070.0
298,2.5456197,21486222.0
299,6.411777,35935280.0
302,3.88707,31385540.0
303,4.746499,29007326.0
305,3.7054858,24364712.0
306,2.3913255,39545530.0
309,12.314825,62207890.0
310,2.5271804,44859270.0
311,10.525063,57050356.0
313,3.6482413,46761100.0
314,3.1124916,32244016.0
317,1.9228495,35378364.0
318,7.214215,25566592.0
319,6.0788593,23561368.0
321,8.328408,28208848.0
324,6.1348643,22167976.0
326,3.2305496,36203670.0
327,6.235185,45416910.0
329,3.3220692,43515452.0
330,5.0351396,21861854.0
331,3.3197594,33874580.0
334,5.97633,42923470.0
336,2.400059,32930340.0
337,1.0817226,40536284.0
338,7.497148,50549370.0
339,7.616599,38744630.0
340,3.6885958,25409488.0
341,4.817039,26824034.0
344,5.789058,35039476.0
345,3.4885972,37043004.0
346,5.157606,39262770.0
347,6.4849076,44070030.0
350,9.589856,46771636.0
352,1.5241997,28816546.0
353,1.7821772,29640288.0
355,4.752705,35149732.0
362,2.2070432,44528090.0
363,4.095847,23811576.0
364,5.3577833,31806480.0
365,6.351529,21192514.0
368,3.4989333,40352144.0
371,1.813816,23712076.0
372,10.036298,37483470.0
373,3.8238132,41612856.0
374,6.8518133,28136064.0
375,4.020463,24937764.0
377,7.3795285,22479440.0
380,4.4309654,28330022.0
382,5.6806464,35856160.0
384,6.4792495,28756460.0
385,5.7579846,25364802.0
386,1.1593325,34703068.0
387,8.5384035,28685904.0
389,8.677228,40653960.0
391,8.491327,38582836.0
393,4.0122776,20602762.0
394,4.431311,32114202.0
396,7.2841616,22093388.0
397,5.3323607,41171680.0
399,6.407218,28779722.0
400,5.095923,28078712.0
402,3.0294979,34497216.0
403,2.7917032,23089680.0
404,9.091451,36997240.0
405,3.2422235,46190028.0
407,3.3630414,31347166.0
411,9.155055,35989956.0
413,11.534053,28573334.0
415,3.0976994,35756060.0
416,6.5608234,24648226.0
417,7.1613092,28931908.0
419,3.2871158,32369828.0
420,9.464038,25123764.0
422,7.764385,40257096.0
423,4.528499,34727396.0
426,2.9110427,20482174.0
427,4.5906744,25375626.0
428,9.759637,52163580.0
429,5.521756,30785638.0
431,3.6147122,46593270.0
435,6.00748,36869144.0
437,13.17277,32963354.0
438,4.6588817,23044770.0
439,9.185148,30215890.0
441,3.6061904,42541750.0
442,1.8724312,32888786.0
446,5.9604855,31358824.0
450,3.4497252,31726284.0
453,9.565921,45527160.0
454,1.7296,27910522.0
455,6.0033965,21668324.0
457,5.0275583,43138244.0
458,9.159038,21697458.0
463,10.058215,42154824.0
467,2.4302397,41074308.0
469,3.9012911,57619784.0
471,5.5858393,24675494.0
472,3.0600114,45306340.0
473,2.3050504,20225112.0
475,2.9512384,38873020.0
479,6.169976,27230706.0
481,4.088519,44742796.0
482,2.0223546,35264144.0
488,6.5680237,24189732.0
489,3.2357535,47825044.0
491,2.8079796,30286982.0
493,2.0988047,38392772.0
499,4.9141097,25078004.0
507,4.927899,28857268.0
508,2.2715404,25280480.0
510,7.648711,20972800.0
512,5.676707,33950676.0
515,1.9974103,27744236.0
518,3.0086455,28376464.0
519,4.5301843,30396234.0
521,3.408655,21080572.0
522,4.327654,27016602.0
524,5.8761134,21488272.0
525,12.6181755,43764440.0
526,4.2426233,32862848.0
528,1.2537885,28877654.0
529,3.5847504,39607510.0
530,4.741873,24141962.0
533,7.324365,28041144.0
534,3.0039737,37351428.0
535,8.675588,26951460.0
536,2.0946958,31489892.0
537,3.0644166,33456958.0
538,4.0273285,36776572.0
539,5.0221124,30893516.0
540,3.1288118,34931604.0
544,3.6538136,30727152.0
545,1.9844365,28021900.0
546,2.6517622,26191912.0
547,2.4526231,48063424.0
548,5.217749,30684342.0
551,3.0062842,44808720.0
552,8.4535,20758644.0
554,8.841545,41024796.0
557,8.470374,35793584.0
559,6.58774,40239972.0
561,3.251714,32414200.0
562,8.3906975,26467316.0
567,2.7195334,25074668.0
568,3.3051922,32511652.0
569,5.9854927,32049110.0
572,10.906133,28241104.0
577,3.2023792,26850598.0
580,4.396109,27538564.0
581,9.380738,24474718.0
582,2.717658,34529380.0
583,5.5180964,27594226.0
584,3.3692818,43911356.0
585,5.5045676,46409750.0
586,4.9308467,26963420.0
587,4.934039,27926800.0
588,4.3470726,28409634.0
589,2.4979098,36998800.0
591,9.336051,23678094.0
592,3.8786118,20834592.0
593,3.9155097,27571336.0
597,7.1416163,36697120.0
598,4.355245,31144436.0
599,3.574261,20854436.0
600,4.7834125,35469348.0
602,2.3582692,30569672.0
604,3.6938112,47487576.0
606,5.4757767,45175630.0
607,4.300826,25779580.0
608,1.9813755,26032082.0
609,1.8045611,26912256.0
610,7.532759,45963856.0
611,5.241838,25079614.0
614,4.559797,35733268.0
616,4.7491655,25600726.0
617,3.0799246,20983446.0
618,3.7484992,37305124.0
619,4.5483346,38083484.0
620,8.804318,32559138.0
622,4.203146,26235318.0
624,8.934518,27723076.0
626,11.0582,27416900.0
629,5.4890127,35024052.0
630,4.7151575,39297080.0
632,4.273005,26529694.0
633,1.5411555,35088164.0
634,3.3240697,44935700.0
635,3.173257,34079280.0
637,6.547314,50736660.0
638,7.889363,44613764.0
639,6.2007623,41988264.0
643,4.16717,22455506.0
645,4.397714,43029576.0
646,4.5874524,31034542.0
647,5.336696,29148190.0
648,3.1680515,30025418.0
651,4.3445992,27832140.0
654,6.406338,38731052.0
656,2.9609308,26863640.0
657,4.065487,34473520.0
658,7.1828237,53677056.0
659,4.2417054,25635920.0
660,6.0680795,24752280.0
661,3.6893296,27478634.0
662,4.4829917,25610186.0
664,6.6895614,23029742.0
666,3.611688,24928340.0
667,3.0482414,49557860.0
671,6.987683,36082520.0
673,3.5792222,29031832.0
674,12.376697,23795814.0
677,3.9194226,26702310.0
679,6.6312685,25845410.0
680,10.64986,39825324.0
684,6.8035555,35800464.0
686,6.0420976,38368180.0
687,4.8910513,24493892.0
688,3.159489,21235618.0
689,10.625457,40875150.0
690,6.784532,81576936.0
693,9.446212,33335318.0
694,9.158367,64709836.0
695,8.000353,58250684.0
696,7.7184014,65590830.0
697,6.092435,91340810.0
698,2.9562597,32232060.0
700,2.9029834,47208076.0
701,8.761447,37997724.0
706,10.284587,37245424.0
707,6.4391556,62803824.0
708,7.4340453,61633668.0
710,10.636623,41873492.0
711,7.039162,69695920.0
712,6.955824,83714100.0
713,11.147997,78035420.0
716,4.0363173,34473710.0
717,5.5168657,44648990.0
718,3.4389894,28449126.0
719,5.856014,39334510.0
721,4.8300247,24563326.0
724,2.3837333,34745116.0
725,3.91805,27223936.0
726,2.810219,21032560.0
728,6.5649943,96620050.0
729,1.6604066,49921572.0
730,10.873711,47003356.0
731,3.8441727,47074936.0
732,6.131942,20657836.0
733,3.5228424,32482238.0
734,6.222371,50200784.0
735,17.262156,72940190.0
736,11.268068,41372444.0
737,3.790973,78599660.0
739,3.1724494,28989456.0
740,3.8511386,27450418.0
741,4.6458507,25830240.0
743,2.0638878,28355034.0
744,6.4249926,25477332.0
746,2.7374163,20671334.0
752,6.346467,43318530.0
753,5.8036118,86670260.0
754,5.2532225,82711430.0
755,7.936935,24871360.0
758,2.3340938,24190372.0
759,3.8466132,48427628.0
760,2.5162146,83615660.0
767,3.560068,54663464.0
768,3.0962565,38289220.0
769,2.0404477,82571810.0
771,8.454501,46277250.0
772,2.6326387,21310438.0
773,8.729141,69161784.0
774,4.128433,104542330.0
775,7.7152042,23111974.0
776,9.866951,71946216.0
780,9.423937,31247692.0
783,5.0511394,56631548.0
784,6.576225,48481160.0
785,13.814139,27936634.0
789,4.068753,24031632.0
791,1.5419482,24730092.0
792,2.5298352,32659540.0
793,4.295138,27061270.0
794,1.4023957,41676616.0
795,12.104829,42232492.0
796,6.353131,42519930.0
797,3.5026224,39412600.0
798,9.558492,30857888.0
799,4.47135,70152170.0
800,6.3178134,37505916.0
804,8.381414,47952110.0
805,4.5649056,55625420.0
806,12.351915,43498064.0
809,2.9190974,24293228.0
810,4.9534044,46084572.0
811,6.127828,48631480.0
812,2.1656785,20747198.0
815,6.4606333,42740840.0
816,4.6984377,40565850.0
817,5.2242627,55067760.0
818,7.319567,42754064.0
819,7.609077,50668270.0
820,7.116651,40092464.0
821,12.379335,58987172.0
822,10.45034,55011896.0
823,5.892526,46492550.0
824,15.2199545,57671550.0
825,10.292268,55421164.0
826,8.582456,69245430.0
827,3.9353483,88589950.0
828,5.251997,51839696.0
830,3.926778,33541432.0
831,5.414476,27123984.0
832,7.3351326,34775404.0
833,2.9029305,23233238.0
835,5.316235,45234224.0
836,12.124368,43357444.0
837,6.1985507,46125980.0
838,7.293227,33122486.0
839,1.5635259,21394470.0
840,5.82927,26621494.0
841,2.676812,25620106.0
843,8.061209,57652132.0
845,5.0563097,36737310.0
846,5.077566,74014450.0
847,7.1131697,42811420.0
849,13.966626,49332150.0
850,2.6296103,33187672.0
851,5.9708934,36313544.0
856,3.3539467,22682580.0
857,1.7017783,34241344.0
858,2.00291,36145644.0
859,3.0756562,32817630.0
860,5.0986347,23000972.0
862,12.540576,49771896.0
863,11.780433,56588764.0
864,9.193997,68100770.0
865,7.9441752,41389016.0
866,10.291638,48269256.0
868,4.189902,28024056.0
869,6.1719937,20989006.0
870,5.721128,21636440.0
871,6.4922295,21472334.0
873,3.5364966,49876620.0
874,5.0702853,45766776.0
875,10.0812435,37493544.0
877,10.89647,58992028.0
878,5.967564,64081164.0
879,7.0730367,53310510.0
880,2.492765,35747536.0
881,5.1908083,38576530.0
882,7.192968,42609940.0
883,9.631812,31378402.0
884,12.088377,81446696.0
895,2.5350683,30993948.0
896,5.191136,34495588.0
897,4.5338163,36861508.0
898,4.1795087,54947204.0
900,3.1517527,25917402.0
901,1.0761527,55921330.0
902,5.1289973,45812440.0
903,3.241794,29035280.0
904,10.188159,66921430.0
907,5.3823786,43636652.0
909,1.9752477,24695354.0
910,2.970809,21698754.0
911,3.2463868,34149704.0
913,3.0794618,34347780.0
914,6.591961,34148532.0
915,4.799578,25726068.0
917,10.430077,21078728.0
919,13.458699,43548964.0
921,4.8828554,30340796.0
922,30.091972,119989840.0
923,3.5148149,25078316.0
924,11.83162,26476516.0
926,13.646901,57192988.0
927,37.52082,45626092.0
931,7.067308,27626740.0
932,2.0800674,30168020.0
933,7.738991,44055290.0
935,2.78584,45218450.0
936,3.843043,27205460.0
938,2.4433184,31553596.0
941,17.52495,33023784.0
942,7.759822,40285456.0
943,7.7371817,20788566.0
944,3.2700148,68200060.0
947,12.844639,33498328.0
948,5.8050365,42185864.0
949,6.9902973,20011274.0
950,1.33697,29051816.0
951,6.614446,46901788.0
952,17.778767,81350280.0
953,3.9468358,28256374.0
955,6.174279,46872390.0
956,3.3880308,94014700.0
957,14.379849,61940950.0
958,11.852157,74500900.0
959,9.057484,22485850.0
960,12.923548,121064710.0
961,1.3116094,68909280.0
962,7.2443933,30800490.0
963,9.653829,33780140.0
964,2.2672286,25724630.0
965,6.047818,33705730.0
966,14.472225,38535690.0
967,5.9921765,40351228.0
968,9.210655,63165730.0
969,10.653278,22739712.0
970,6.971567,33962690.0
972,20.646572,74708376.0
973,11.036758,61261436.0
974,11.479357,30093088.0
975,5.297983,22666228.0
977,10.010062,25353426.0
978,9.897169,29524500.0
980,12.499175,28581786.0
982,4.874032,24158586.0
983,3.7526598,83212296.0
986,6.8726325,37161340.0
987,9.414022,74545010.0
988,3.1502726,28014554.0
990,9.739519,66416920.0
992,10.465069,97646190.0
993,5.822889,35553830.0
994,5.209346,28098186.0
995,6.6600704,38096190.0
996,6.1785913,41418100.0
998,5.4695125,32889712.0
999,14.136897,44555250.0
1001,22.404552,94717570.0
1002,8.4224415,137151460.0
1003,7.5402794,94600010.0
1006,13.683582,73480050.0
1007,8.581365,84948220.0
1008,6.735253,41720110.0
1010,10.055562,72892230.0
1011,2.2969556,26485694.0
1014,4.7052503,38605496.0
1015,10.451937,21890654.0
1018,3.7774892,23088252.0
1019,12.637623,59840344.0
1021,9.4240465,46460764.0
1022,6.562021,48336210.0
1023,8.118486,27520420.0
1025,9.4934025,22845856.0
1026,16.195349,28585652.0
1029,3.2033262,20201468.0
1032,2.2896695,62516170.0
1033,8.903673,59475024.0
1034,2.6621835,46573664.0
1035,2.6910744,28736446.0
1042,22.01958,59062410.0
1043,8.068267,95977630.0
1044,9.738148,118216280.0
1046,2.620443,41788400.0
1049,5.8787036,97075110.0
1052,2.108494,23749576.0
1054,1.27639,20981110.0
1056,11.437773,20808880.0
1061,7.5331903,21199420.0
1064,4.8688083,49696330.0
1065,5.940828,39226504.0
1067,4.2100587,24044514.0
1068,15.431165,77615530.0
1069,15.971276,41447280.0
1070,9.031245,26539106.0
1072,6.3220468,33425338.0
1073,5.2962685,35553564.0
1076,6.113179,22560398.0
1077,10.621089,118804490.0
1078,1.9204339,25661864.0
1080,21.913425,25352884.0
1082,3.226418,73211460.0
1083,6.720602,52400164.0
1085,12.475672,62225896.0
1086,14.434392,47725490.0
1090,11.777604,41408310.0
1093,4.767889,35949492.0
1095,11.5638075,22844004.0
1098,1.4656653,32223868.0
1099,3.498265,21192820.0
1100,20.41273,22905752.0
1101,7.4485765,27344194.0
1105,13.544601,69890530.0
1107,8.297101,24991252.0
1109,17.801813,92630984.0
1110,5.115663,64806804.0
1112,4.3118377,20273834.0
1113,5.9025984,47374130.0
1117,5.946252,94734020.0
1118,12.484546,78836296.0
1121,4.7510414,52866764.0
1123,15.903952,73723224.0
1124,4.8636475,57739960.0
1125,7.4927444,40026610.0
1127,15.574019,44256696.0
1130,5.5101357,25943084.0
1132,1.3528963,21684342.0
1133,4.9847617,31064834.0
1136,7.1309485,43378988.0
1137,5.032564,34732260.0
1138,2.5401459,39969576.0
1139,4.838737,44219340.0
1140,4.5853286,52064492.0
1141,20.976599,84762280.0
1142,3.0572984,36706516.0
1143,13.327809,23040198.0
1144,11.641908,57339636.0
1145,1.6592648,28571812.0
1146,3.8768508,31104022.0
1148,6.0235524,100228260.0
1149,3.1610017,34103404.0
1150,6.6618476,52623830.0
1152,4.010414,64635576.0
1153,5.9387,107167450.0
1157,6.5946703,32428724.0
1158,3.8029344,58587492.0
1160,9.189168,119096650.0
1161,6.3498473,67931590.0
1162,7.5796037,88656856.0
1163,11.604165,83972160.0
1164,7.82299,34490300.0
1165,3.3900628,114319880.0
1167,3.1706583,52831092.0
1170,5.146723,44116252.0
1172,6.2528424,43843830.0
1175,11.825731,116680560.0
1176,11.858429,27396768.0
1177,3.9873137,27043826.0
1178,9.785767,23906398.0
1179,6.7916718,26204252.0
1180,8.467298,23075962.0
1182,4.640495,43267684.0
1183,5.881849,33608516.0
1184,7.773863,95818500.0
1187,1.5666671,30629552.0
1188,9.358297,56951748.0
1189,23.824404,127961304.0
1193,7.8083863,31148836.0
1195,30.149275,75897550.0
1196,8.019005,24182436.0
1197,5.081171,33348362.0
1198,9.15239,81851640.0
1199,8.622202,74125010.0
1200,4.733353,57058704.0
1201,9.440469,70360080.0
1204,2.0826683,31918868.0
1207,1.5598003,28412484.0
1209,7.562019,21381400.0
1210,10.269383,27319044.0
1211,4.1412687,37044080.0
1213,9.6455145,20131064.0
1215,3.9449775,49585700.0
1216,1.460226,35123780.0
1217,6.4761715,128177790.0
1219,1.586139,41110884.0
1220,7.5198517,23237776.0
1222,5.8558373,31005344.0
1223,16.869577,30569790.0
1224,5.9660234,45929544.0
1227,5.4941654,70755450.0
1228,12.509944,65292204.0
1229,7.0831957,35602684.0
1230,5.6842237,72618936.0
1231,6.1556907,55360116.0
1232,1.7421236,48647920.0
1233,16.570948,77013500.0
1234,8.663453,99905530.0
1235,8.950948,73573790.0
1236,10.950522,45308184.0
1238,1.9891744,33818924.0
1239,7.496473,81665850.0
1240,11.706156,25106608.0
1244,6.5094757,24976330.0
1245,16.947119,27067516.0
1246,11.234132,50592476.0
1247,8.376124,49680172.0
1248,4.018018,54136310.0
1249,6.75225,26012396.0
1250,17.436073,29185202.0
1252,6.0090775,26802984.0
1253,4.2064457,33203938.0
1256,6.6819816,46524790.0
1257,4.989262,21048450.0
1258,13.408014,66643870.0
1259,10.36416,70693730.0
1260,8.591552,23049508.0
1264,5.083921,24473204.0
1265,17.68434,89046760.0
1266,7.7036095,75319190.0
1269,6.432415,23791562.0
1270,4.435535,42785536.0
1271,5.4149685,63146496.0
1274,6.0481625,36696844.0
1280,11.048264,99317576.0
1281,14.248935,79935030.0
1282,23.878643,79233960.0
1284,3.6648276,34698564.0
1285,4.99509,26036362.0
1286,6.812418,27089910.0
1290,12.2701235,68353220.0
1291,12.935532,30746398.0
1292,8.696711,20109794.0
1294,5.3647346,23557626.0
1295,11.399764,30042538.0
1296,8.831779,25106580.0
1297,17.93122,60880296.0
1298,7.627868,102854800.0
1299,2.2914853,39194628.0
1301,7.4184904,28292218.0
1302,4.656263,73850856.0
1304,5.069899,26200186.0
1305,10.007237,22699580.0
1316,1.0713663,51807492.0
1317,4.040976,143197580.0
1318,5.236288,50248700.0
1320,6.420818,20691486.0
1321,5.089452,40509660.0
1322,7.295986,48879504.0
1323,5.723513,36574464.0
1324,7.095333,42088572.0
1326,9.628443,129864430.0
1328,3.3073373,127873190.0
1329,7.3213363,64454820.0
1330,21.38322,86625280.0
1331,4.5329995,31269900.0
1332,11.066021,44064336.0
1333,14.212418,79419960.0
1335,8.667959,27066322.0
1336,15.632132,70771450.0
1337,14.852389,42237144.0
1338,5.0513725,23715260.0
1339,8.3273535,40523468.0
1342,12.448333,26230202.0
1345,4.4580717,27129892.0
1347,9.380154,27055568.0
1349,11.823871,20519744.0
1352,2.9679265,40380636.0
1354,12.423724,45767520.0
1356,9.534141,74646904.0
1357,4.305052,50079950.0
1358,15.871644,54268624.0
1359,8.6978,36136228.0
1360,9.583021,47394940.0
1361,6.428213,93124730.0
1362,16.71873,55737810.0
1363,8.611674,45522044.0
1370,8.754073,28856930.0
1371,3.334264,42594036.0
1372,4.994862,40693680.0
1373,7.18469,34081484.0
1374,2.979778,61698784.0
1375,7.4987507,37379090.0
1376,11.555791,94356600.0
1378,5.3775454,28556038.0
1379,10.344754,23371226.0
1380,7.4793973,39841976.0
1381,7.269189,23040180.0
1382,6.926288,77668660.0
1383,2.716287,95970940.0
1384,5.7951035,20386368.0
1385,13.826835,22280924.0
1386,3.5414987,22406956.0
1390,5.8493953,21131724.0
1391,10.012929,56110156.0
1392,9.012624,76534250.0
1393,10.245393,82294210.0
1394,5.9245915,22516260.0
1395,4.437702,21863858.0
1397,4.178404,32919400.0
1399,14.428307,62542228.0
1400,9.671253,88716616.0
1401,7.2775383,130658510.0
1407,7.28682,41840124.0
1408,5.430907,32326310.0
1410,11.667443,48137852.0
1411,7.5030317,32071518.0
1412,12.099296,42037532.0
1415,7.0699453,44999964.0
1416,4.3386507,33923370.0
1419,1.4767447,22953768.0
1423,10.505721,25432302.0
1424,6.9232225,24333710.0
1425,5.7746854,21668940.0
1427,9.788579,79474690.0
1428,9.407545,44295120.0
1430,9.276445,76623896.0
1431,17.353825,103465336.0
1432,15.209196,69024250.0
1433,3.3404565,60178324.0
1434,3.8951445,29597354.0
1443,2.8712666,30482402.0
1444,16.422674,25376202.0
1445,8.715148,53361172.0
1446,3.137903,27022536.0
1447,5.3071017,22144806.0
1448,19.48173,21113166.0
1449,10.293445,72767330.0
1451,4.9694643,27516962.0
1452,15.919448,121692360.0
1453,7.0414042,25647486.0
1454,14.077226,58285348.0
1457,14.719793,28846356.0
1459,7.5167456,64321316.0
1461,6.0981693,27873616.0
1462,16.955153,25444842.0
1465,4.682284,24699408.0
1466,10.166302,49313936.0
1467,4.287153,24440850.0
1468,11.250398,74896210.0
1469,10.429441,59627840.0
1470,3.4201102,55967356.0
1471,7.652925,55618080.0
1483,4.6459475,33391846.0
1485,8.73292,50611892.0
1486,10.51711,65034748.0
1487,11.389861,95032760.0
1490,7.5710373,27500342.0
1491,2.2759326,56073040.0
1492,2.8869271,64386044.0
1493,2.2922015,20118196.0
1494,9.893076,23034358.0
1495,15.034961,35640948.0
1496,4.699592,203571790.0
1497,1.788512,20377938.0
1499,7.5234566,52442216.0
1500,6.833297,54256850.0
1501,6.4491925,50363340.0
1502,13.947091,53154860.0
1503,10.873211,68448870.0
1504,12.963599,73352860.0
1506,7.2249393,52490628.0
1507,6.723662,23683842.0
1509,3.657618,23185984.0
1511,4.677012,21699794.0
1514,8.526954,30397540.0
1518,2.2079535,39101372.0
1519,7.275243,34911164.0
1520,10.780625,73749420.0
1521,17.045671,77571940.0
1522,4.638066,59707292.0
1523,7.8807564,94229630.0
1524,10.152998,63847108.0
1525,8.16786,75594040.0
1527,16.659449,100406340.0
1528,4.3013816,39936676.0
1529,11.250055,59761316.0
1530,2.4487405,47655548.0
1531,11.078382,82937510.0
1533,11.226385,50040324.0
1534,5.1617875,61683668.0
1535,6.937344,87077730.0
1536,10.664307,61513296.0
1538,3.6773415,53326896.0
1539,8.812757,52590504.0
1541,16.068678,114684480.0
1542,1.4228438,75687730.0
1543,2.6720457,40044676.0
1545,15.3675585,100198810.0
1546,8.3929615,52938676.0
1549,21.467867,63781320.0
1550,8.848167,84079620.0
1551,6.807863,81428270.0
1554,12.507815,77451400.0
1555,2.4931214,61966240.0
1556,7.4562683,124176130.0
1557,7.2319994,53728096.0
1558,6.403339,32507776.0
1559,6.510652,41223492.0
1560,15.525846,79604120.0
1561,2.347612,40272576.0
1562,8.683782,113611610.0
1563,2.0602336,26470670.0
1564,7.761736,95784456.0
1566,10.671311,69479850.0
1567,12.118038,76952390.0
1568,15.139937,39536864.0
1569,17.186047,116169750.0
1570,4.6604886,38087252.0
1571,1.4118636,57167264.0
1572,3.0933578,29377116.0
1575,18.29273,109993210.0
1576,13.84755,76718140.0
1577,1.965086,26182636.0
1578,4.496652,40737476.0
1579,14.810145,65654440.0
1580,6.848595,64679932.0
1581,6.172378,42200364.0
1583,4.700676,45888464.0
1584,12.299098,56697184.0
1585,16.542786,65415376.0
1586,8.960536,87393700.0
1587,6.0587454,87820480.0
1588,3.295992,28893014.0
1589,4.0274982,80769110.0
1590,14.4892435,69992010.0
1591,5.449793,38596490.0
1593,12.644295,78620490.0
1595,13.073315,86093480.0
1597,9.357357,96652460.0
1598,13.210614,89700920.0
1599,13.261189,65111976.0
1600,13.604248,86333740.0
1601,5.6214833,38383492.0
1602,2.7333374,47141220.0
1603,6.6752806,53661708.0
1604,7.3292856,52946108.0
1605,4.0374618,36269360.0
1606,8.987007,102045176.0
1607,2.606535,42147148.0
1608,8.52961,37466132.0
1609,3.0844984,89255740.0
1610,9.684063,97907360.0
1611,5.525475,68761160.0
1613,6.1724787,78693550.0
1614,5.380525,22936120.0
1616,9.247645,44404776.0
1617,6.1080484,37235584.0
1618,4.3370433,30038156.0
1619,15.808453,56957884.0
1620,6.925755,109651780.0
1621,5.3964896,91261180.0
1622,11.143162,55029932.0
1623,6.5166607,39711976.0
1624,12.507402,140144370.0
1625,6.3363433,47170760.0
1626,9.851781,60835852.0
1627,12.720142,69800860.0
1628,11.055129,61865124.0
1629,7.4080358,67595150.0
1631,2.4697766,41811956.0
1632,12.036824,55897224.0
1633,7.0110173,87560590.0
1634,5.8293333,64502880.0
1635,13.070217,89103810.0
1636,20.609587,65458810.0
1637,17.350718,83953624.0
1639,19.309622,111364550.0
1640,9.946643,81036420.0
1641,6.353969,62963390.0
1642,13.861904,95174420.0
1643,3.4309647,36733270.0
1645,4.635206,48285330.0
1646,4.5817633,90224220.0
1648,2.8113797,32440204.0
1649,8.969376,47158280.0
