样本编号,标签标准差,特征平均波动
868,4.189902,28024056.0
869,6.1719937,20989006.0
870,5.721128,21636440.0
871,6.4922295,21472334.0
872,5.223265,13964725.0
873,3.5364966,49876620.0
874,5.0702853,45766776.0
875,10.0812435,37493544.0
876,6.856614,19041076.0
877,10.89647,58992028.0
878,5.967564,64081164.0
879,7.0730367,53310510.0
880,2.492765,35747536.0
881,5.1908083,38576530.0
882,7.192968,42609940.0
883,9.631812,31378402.0
884,12.088377,81446696.0
885,4.8384733,4201884.5
886,2.4013538,1070376.2
887,5.2579875,7252654.0
888,0.47379816,1050191.2
889,0.52930325,1015889.6
890,0.42553264,1018889.0
891,5.120947,6507049.0
892,5.818092,13934109.0
893,4.7928867,10086936.0
894,3.1081488,4081390.5
895,2.5350683,30993948.0
896,5.191136,34495588.0
897,4.5338163,36861508.0
898,4.1795087,54947204.0
899,0.4877631,44508320.0
900,3.1517527,25917402.0
901,1.0761527,55921330.0
902,5.1289973,45812440.0
903,3.241794,29035280.0
904,10.188159,66921430.0
905,0.80558664,14217230.0
906,3.6633189,6143873.5
907,5.3823786,43636652.0
908,1.8651048,7522422.5
909,1.9752477,24695354.0
910,2.970809,21698754.0
911,3.2463868,34149704.0
912,3.7555203,7071591.5
913,3.0794618,34347780.0
914,6.591961,34148532.0
915,4.799578,25726068.0
916,2.6369474,13019147.0
917,10.430077,21078728.0
918,11.09589,11395378.0
919,13.458699,43548964.0
920,3.7676773,6923687.5
921,4.8828554,30340796.0
922,30.091972,119989840.0
923,3.5148149,25078316.0
924,11.83162,26476516.0
925,9.021118,11425932.0
926,13.646901,57192988.0
927,37.52082,45626092.0
928,6.317464,14723023.0
929,12.733717,18315798.0
930,8.128512,18985506.0
931,7.067308,27626740.0
932,2.0800674,30168020.0
933,7.738991,44055290.0
934,10.581357,15988140.0
935,2.78584,45218450.0
936,3.843043,27205460.0
937,8.596036,14074784.0
938,2.4433184,31553596.0
939,2.3062558,12695988.0
940,11.985128,16777786.0
941,17.52495,33023784.0
942,7.759822,40285456.0
943,7.7371817,20788566.0
944,3.2700148,68200060.0
945,5.1227703,7324791.5
946,1.3972734,6637655.0
947,12.844639,33498328.0
948,5.8050365,42185864.0
949,6.9902973,20011274.0
950,1.33697,29051816.0
951,6.614446,46901788.0
952,17.778767,81350280.0
953,3.9468358,28256374.0
954,3.3896375,6188793.5
955,6.174279,46872390.0
956,3.3880308,94014700.0
957,14.379849,61940950.0
958,11.852157,74500900.0
959,9.057484,22485850.0
960,12.923548,121064710.0
961,1.3116094,68909280.0
962,7.2443933,30800490.0
963,9.653829,33780140.0
964,2.2672286,25724630.0
965,6.047818,33705730.0
966,14.472225,38535690.0
967,5.9921765,40351228.0
968,9.210655,63165730.0
969,10.653278,22739712.0
970,6.971567,33962690.0
971,4.112287,12539571.0
972,20.646572,74708376.0
973,11.036758,61261436.0
974,11.479357,30093088.0
975,5.297983,22666228.0
976,0.77103084,13666335.0
977,10.010062,25353426.0
978,9.897169,29524500.0
979,5.2521076,18923746.0
980,12.499175,28581786.0
981,4.144479,10907659.0
982,4.874032,24158586.0
983,3.7526598,83212296.0
984,6.1514835,5485057.5
985,3.5474012,14285091.0
986,6.8726325,37161340.0
987,9.414022,74545010.0
988,3.1502726,28014554.0
989,16.352598,19070938.0
990,9.739519,66416920.0
991,4.66665,9015332.0
992,10.465069,97646190.0
993,5.822889,35553830.0
994,5.209346,28098186.0
995,6.6600704,38096190.0
996,6.1785913,41418100.0
997,4.513695,7795476.5
998,5.4695125,32889712.0
999,14.136897,44555250.0
1000,9.316269,5970527.5
1001,22.404552,94717570.0
1002,8.4224415,137151460.0
1003,7.5402794,94600010.0
1004,8.143023,15515375.0
1005,4.7940097,8539131.0
1006,13.683582,73480050.0
1007,8.581365,84948220.0
1008,6.735253,41720110.0
1009,4.5121064,3309843.2
1010,10.055562,72892230.0
1011,2.2969556,26485694.0
1012,0.71696603,26050000.0
1013,6.9583735,9364342.0
1014,4.7052503,38605496.0
1015,10.451937,21890654.0
1016,3.0521114,19900692.0
1017,2.4301052,4628245.5
1018,3.7774892,23088252.0
1019,12.637623,59840344.0
1020,2.1486819,7031591.5
1021,9.4240465,46460764.0
1022,6.562021,48336210.0
1023,8.118486,27520420.0
1024,4.6211376,10783751.0
1025,9.4934025,22845856.0
1026,16.195349,28585652.0
1027,6.9499145,8888577.0
1028,2.650126,17222206.0
1029,3.2033262,20201468.0
1030,2.7640398,561262.25
